,time (s),Channel 1 (V),Channel 2 (V)
226,-0.02068,-1.36,0.8200000000000001
227,-0.020659999999999998,-1.36,0.8200000000000001
228,-0.02064,-1.36,0.8200000000000001
229,-0.02062,-1.36,0.8200000000000001
230,-0.0206,-1.36,0.8200000000000001
231,-0.02058,-1.36,0.8200000000000001
232,-0.020560000000000002,-1.36,0.8200000000000001
233,-0.02054,-1.36,0.8200000000000001
234,-0.02052,-1.36,0.8200000000000001
235,-0.0205,-1.36,0.8200000000000001
236,-0.020479999999999998,-1.36,0.8200000000000001
237,-0.02046,-1.36,0.8200000000000001
238,-0.02044,-1.36,0.8200000000000001
239,-0.02042,-1.36,0.8200000000000001
240,-0.0204,-1.34,0.8200000000000001
241,-0.02038,-1.34,0.8200000000000001
242,-0.02036,-1.34,0.8200000000000001
243,-0.02034,-1.34,0.8200000000000001
244,-0.020319999999999998,-1.34,0.8
245,-0.0203,-1.34,0.8
246,-0.02028,-1.34,0.8
247,-0.02026,-1.34,0.8
248,-0.02024,-1.34,0.8
249,-0.020220000000000002,-1.34,0.8
250,-0.0202,-1.32,0.8
251,-0.02018,-1.32,0.8
252,-0.02016,-1.32,0.8
253,-0.020139999999999998,-1.32,0.8
254,-0.02012,-1.32,0.8
255,-0.0201,-1.32,0.8
256,-0.02008,-1.3,0.8
257,-0.02006,-1.3,0.8
258,-0.02004,-1.3,0.8
259,-0.02002,-1.3,0.8
260,-0.02,-1.3,0.8
261,-0.019979999999999998,-1.3,0.8
262,-0.01996,-1.3,0.8
263,-0.01994,-1.28,0.8
264,-0.01992,-1.28,0.8
265,-0.0199,-1.28,0.8
266,-0.019880000000000002,-1.28,0.8
267,-0.01986,-1.28,0.8
268,-0.01984,-1.28,0.8
269,-0.01982,-1.26,0.8
270,-0.019799999999999998,-1.26,0.8
271,-0.01978,-1.26,0.8
272,-0.01976,-1.26,0.8
273,-0.01974,-1.24,0.8
274,-0.01972,-1.24,0.8
275,-0.0197,-1.24,0.8
276,-0.01968,-1.24,0.8
277,-0.01966,-1.24,0.8
278,-0.019639999999999998,-1.22,0.8
279,-0.01962,-1.22,0.78
280,-0.0196,-1.22,0.78
281,-0.01958,-1.2,0.78
282,-0.01956,-1.2,0.78
283,-0.019540000000000002,-1.2,0.78
284,-0.01952,-1.2,0.78
285,-0.0195,-1.2,0.78
286,-0.01948,-1.18,0.78
287,-0.019459999999999998,-1.18,0.78
288,-0.01944,-1.18,0.78
289,-0.01942,-1.16,0.78
290,-0.0194,-1.16,0.78
291,-0.01938,-1.16,0.78
292,-0.01936,-1.1400000000000001,0.78
293,-0.01934,-1.1400000000000001,0.78
294,-0.01932,-1.1400000000000001,0.78
295,-0.019299999999999998,-1.1400000000000001,0.78
296,-0.01928,-1.12,0.78
297,-0.01926,-1.12,0.78
298,-0.01924,-1.12,0.78
299,-0.01922,-1.1,0.78
300,-0.019200000000000002,-1.1,0.78
301,-0.01918,-1.1,0.76
302,-0.01916,-1.1,0.78
303,-0.01914,-1.08,0.76
304,-0.019119999999999998,-1.08,0.76
305,-0.0191,-1.06,0.76
306,-0.01908,-1.06,0.76
307,-0.01906,-1.06,0.76
308,-0.01904,-1.04,0.76
309,-0.01902,-1.04,0.76
310,-0.019,-1.04,0.76
311,-0.01898,-1.02,0.76
312,-0.018959999999999998,-1.02,0.76
313,-0.01894,-1.0,0.76
314,-0.01892,-1.0,0.76
315,-0.0189,-1.0,0.76
316,-0.01888,-0.98,0.76
317,-0.018860000000000002,-0.98,0.76
318,-0.01884,-0.98,0.76
319,-0.01882,-0.96,0.76
320,-0.0188,-0.96,0.76
321,-0.018779999999999998,-0.96,0.76
322,-0.01876,-0.9400000000000001,0.76
323,-0.01874,-0.9400000000000001,0.76
324,-0.01872,-0.92,0.76
325,-0.0187,-0.92,0.76
326,-0.01868,-0.9,0.76
327,-0.01866,-0.9,0.76
328,-0.01864,-0.9,0.76
329,-0.018619999999999998,-0.88,0.76
330,-0.0186,-0.88,0.76
331,-0.01858,-0.86,0.76
332,-0.01856,-0.86,0.76
333,-0.01854,-0.86,0.76
334,-0.018520000000000002,-0.84,0.74
335,-0.0185,-0.84,0.74
336,-0.01848,-0.8200000000000001,0.74
337,-0.01846,-0.8200000000000001,0.74
338,-0.018439999999999998,-0.8,0.74
339,-0.01842,-0.8,0.74
340,-0.0184,-0.78,0.74
341,-0.01838,-0.78,0.74
342,-0.01836,-0.78,0.74
343,-0.01834,-0.76,0.74
344,-0.01832,-0.76,0.74
345,-0.0183,-0.74,0.74
346,-0.018279999999999998,-0.74,0.74
347,-0.01826,-0.72,0.74
348,-0.01824,-0.72,0.74
349,-0.01822,-0.7000000000000001,0.74
350,-0.0182,-0.7000000000000001,0.74
351,-0.01818,-0.68,0.74
352,-0.01816,-0.68,0.74
353,-0.01814,-0.66,0.74
354,-0.01812,-0.66,0.74
355,-0.018099999999999998,-0.64,0.74
356,-0.01808,-0.64,0.74
357,-0.01806,-0.62,0.74
358,-0.01804,-0.62,0.74
359,-0.01802,-0.62,0.74
360,-0.018,-0.6,0.74
361,-0.01798,-0.6,0.74
362,-0.01796,-0.58,0.74
363,-0.017939999999999998,-0.58,0.74
364,-0.01792,-0.56,0.74
365,-0.0179,-0.56,0.74
366,-0.01788,-0.54,0.74
367,-0.01786,-0.54,0.74
368,-0.01784,-0.52,0.74
369,-0.01782,-0.52,0.74
370,-0.0178,-0.5,0.74
371,-0.01778,-0.5,0.74
372,-0.017759999999999998,-0.48,0.74
373,-0.01774,-0.48,0.74
374,-0.01772,-0.46,0.74
375,-0.0177,-0.44,0.74
376,-0.01768,-0.44,0.74
377,-0.01766,-0.42,0.74
378,-0.01764,-0.42,0.72
379,-0.01762,-0.42,0.74
380,-0.017599999999999998,-0.4,0.72
381,-0.01758,-0.38,0.72
382,-0.01756,-0.38,0.72
383,-0.01754,-0.36,0.72
384,-0.01752,-0.36,0.72
385,-0.0175,-0.34,0.72
386,-0.01748,-0.32,0.72
387,-0.01746,-0.32,0.72
388,-0.01744,-0.32,0.72
389,-0.017419999999999998,-0.3,0.72
390,-0.0174,-0.28,0.72
391,-0.01738,-0.28,0.72
392,-0.01736,-0.26,0.72
393,-0.01734,-0.26,0.72
394,-0.017320000000000002,-0.24,0.72
395,-0.0173,-0.24,0.72
396,-0.01728,-0.22,0.72
397,-0.017259999999999998,-0.22,0.72
398,-0.01724,-0.2,0.72
399,-0.01722,-0.2,0.72
400,-0.0172,-0.18,0.72
401,-0.01718,-0.18,0.72
402,-0.01716,-0.16,0.72
403,-0.01714,-0.14,0.72
404,-0.01712,-0.14,0.72
405,-0.017099999999999997,-0.12,0.72
406,-0.017079999999999998,-0.12,0.72
407,-0.01706,-0.1,0.72
408,-0.01704,-0.08,0.72
409,-0.01702,-0.08,0.72
410,-0.017,-0.06,0.72
411,-0.016980000000000002,-0.06,0.7000000000000001
412,-0.01696,-0.04,0.7000000000000001
413,-0.01694,-0.04,0.7000000000000001
