,time (s),Channel 1 (V),Channel 2 (V)
131,-1.1159999999999998e-05,4.16,3.72
132,-1.1119999999999999e-05,4.2,3.72
133,-1.1079999999999999e-05,4.16,3.72
134,-1.104e-05,4.2,3.72
135,-1.1e-05,4.16,3.72
136,-1.0959999999999998e-05,4.16,3.72
137,-1.0919999999999999e-05,4.2,3.72
138,-1.0879999999999997e-05,4.16,3.72
139,-1.0839999999999998e-05,4.16,3.72
140,-1.0799999999999998e-05,4.16,3.72
141,-1.0759999999999999e-05,4.16,3.72
142,-1.0719999999999999e-05,4.2,3.72
143,-1.068e-05,4.2,3.72
144,-1.064e-05,4.2,3.72
145,-1.0599999999999998e-05,4.16,3.72
146,-1.0559999999999999e-05,4.2,3.72
147,-1.0519999999999998e-05,4.16,3.72
148,-1.0479999999999998e-05,4.16,3.72
149,-1.0439999999999998e-05,4.16,3.72
150,-1.0399999999999999e-05,4.16,3.72
151,-1.0359999999999999e-05,4.2,3.72
152,-1.032e-05,4.16,3.72
153,-1.028e-05,4.2,3.72
154,-1.0239999999999999e-05,4.16,3.72
155,-1.0199999999999999e-05,4.16,3.72
156,-1.0159999999999998e-05,4.2,3.72
157,-1.0119999999999998e-05,4.16,3.72
158,-1.0079999999999998e-05,4.2,3.72
159,-1.0039999999999999e-05,4.16,3.72
160,-9.999999999999999e-06,4.16,3.72
161,-9.96e-06,4.16,3.72
162,-9.92e-06,4.2,3.72
163,-9.879999999999999e-06,4.16,3.72
164,-9.839999999999999e-06,4.16,3.72
165,-9.799999999999998e-06,4.2,3.72
166,-9.759999999999998e-06,4.16,3.72
167,-9.719999999999998e-06,4.16,3.72
168,-9.679999999999999e-06,4.16,3.72
169,-9.64e-06,4.16,3.72
170,-9.6e-06,4.2,3.72
171,-9.56e-06,4.16,3.72
172,-9.519999999999999e-06,4.16,3.72
173,-9.479999999999999e-06,4.16,3.72
174,-9.439999999999998e-06,4.16,3.72
175,-9.399999999999998e-06,4.16,3.72
176,-9.359999999999998e-06,4.16,3.72
177,-9.319999999999999e-06,4.2,3.72
178,-9.28e-06,4.16,3.72
179,-9.24e-06,4.2,3.72
180,-9.199999999999998e-06,4.16,3.72
181,-9.159999999999999e-06,4.16,3.72
182,-9.119999999999999e-06,4.2,3.72
183,-9.079999999999998e-06,4.16,3.72
184,-9.039999999999998e-06,4.2,3.72
185,-8.999999999999999e-06,4.16,3.72
186,-8.959999999999999e-06,4.16,3.72
187,-8.92e-06,4.16,3.72
188,-8.88e-06,4.16,3.72
189,-8.839999999999998e-06,4.2,3.72
190,-8.799999999999999e-06,4.16,3.72
191,-8.759999999999999e-06,4.16,3.72
192,-8.719999999999998e-06,4.16,3.72
193,-8.679999999999998e-06,4.16,3.72
194,-8.639999999999999e-06,4.16,3.72
195,-8.599999999999999e-06,4.16,3.72
196,-8.56e-06,4.2,3.72
197,-8.519999999999998e-06,4.16,3.72
198,-8.479999999999998e-06,4.2,3.72
199,-8.439999999999999e-06,4.16,3.72
200,-8.4e-06,4.2,3.72
201,-8.359999999999998e-06,4.2,3.72
202,-8.319999999999998e-06,4.2,3.72
203,-8.279999999999999e-06,4.2,3.72
204,-8.239999999999999e-06,4.16,3.72
205,-8.2e-06,4.2,3.72
206,-8.159999999999998e-06,4.16,3.72
207,-8.119999999999998e-06,4.16,3.72
208,-8.079999999999999e-06,4.16,3.72
209,-8.04e-06,4.2,3.72
210,-7.999999999999998e-06,4.2,3.72
211,-7.959999999999998e-06,4.16,3.72
212,-7.919999999999999e-06,4.2,3.72
213,-7.879999999999999e-06,4.16,3.72
214,-7.84e-06,4.2,3.72
215,-7.799999999999998e-06,4.2,3.72
216,-7.759999999999999e-06,4.16,3.72
217,-7.719999999999999e-06,4.2,3.72
218,-7.68e-06,4.16,3.72
219,-7.639999999999998e-06,4.16,3.72
220,-7.599999999999998e-06,4.16,3.72
221,-7.559999999999999e-06,4.2,3.72
222,-7.519999999999999e-06,4.2,3.72
223,-7.479999999999998e-06,4.16,3.72
224,-7.439999999999998e-06,4.16,3.72
225,-7.399999999999999e-06,4.16,3.72
226,-7.359999999999999e-06,4.16,3.72
227,-7.319999999999999e-06,4.16,3.72
228,-7.279999999999998e-06,4.16,3.72
229,-7.2399999999999984e-06,4.2,3.72
230,-7.199999999999999e-06,4.16,3.72
231,-7.159999999999999e-06,4.16,3.72
232,-7.119999999999998e-06,4.16,3.72
233,-7.079999999999998e-06,4.2,3.72
234,-7.039999999999999e-06,4.16,3.72
235,-6.999999999999999e-06,4.16,3.72
236,-6.9599999999999994e-06,4.2,3.72
237,-6.919999999999998e-06,4.16,3.72
238,-6.8799999999999985e-06,4.2,3.72
239,-6.839999999999999e-06,4.16,3.72
240,-6.799999999999999e-06,4.16,3.72
241,-6.759999999999998e-06,4.16,3.72
242,-6.719999999999998e-06,4.16,3.72
243,-6.679999999999999e-06,4.16,3.72
244,-6.639999999999999e-06,4.16,3.72
245,-6.599999999999998e-06,4.16,3.72
246,-6.559999999999998e-06,4.16,3.72
247,-6.5199999999999986e-06,4.16,3.72
248,-6.479999999999999e-06,4.16,3.72
249,-6.439999999999999e-06,4.16,3.72
250,-6.399999999999998e-06,4.16,3.72
251,-6.359999999999998e-06,4.16,3.72
252,-6.319999999999999e-06,4.16,3.72
253,-6.279999999999999e-06,4.16,3.72
254,-6.239999999999998e-06,4.16,3.72
255,-6.199999999999998e-06,4.16,3.72
256,-6.159999999999999e-06,4.16,3.72
257,-6.119999999999999e-06,4.16,3.72
258,-6.079999999999999e-06,4.16,3.72
259,-6.039999999999998e-06,4.16,3.72
260,-5.9999999999999985e-06,4.16,3.72
261,-5.959999999999999e-06,4.16,3.72
262,-5.919999999999999e-06,4.16,3.72
263,-5.879999999999998e-06,4.16,3.72
264,-5.839999999999998e-06,4.16,3.72
265,-5.799999999999999e-06,4.16,3.72
266,-5.759999999999999e-06,4.16,3.72
267,-5.7199999999999994e-06,4.16,3.72
268,-5.679999999999998e-06,4.16,3.72
269,-5.6399999999999985e-06,4.16,3.72
270,-5.599999999999999e-06,4.16,3.72
271,-5.559999999999999e-06,4.16,3.72
272,-5.519999999999998e-06,4.16,3.72
273,-5.479999999999998e-06,4.16,3.72
274,-5.439999999999999e-06,4.16,3.72
275,-5.399999999999999e-06,4.16,3.72
276,-5.359999999999998e-06,4.16,3.72
277,-5.319999999999998e-06,4.16,3.72
278,-5.2799999999999986e-06,4.16,3.72
279,-5.239999999999999e-06,4.16,3.72
280,-5.199999999999999e-06,4.16,3.72
281,-5.159999999999998e-06,4.16,3.72
282,-5.119999999999998e-06,4.16,3.72
283,-5.079999999999999e-06,4.16,3.72
284,-5.039999999999999e-06,4.16,3.72
285,-4.999999999999998e-06,4.16,3.72
286,-4.959999999999998e-06,4.16,3.72
287,-4.919999999999999e-06,4.16,3.72
288,-4.879999999999999e-06,4.16,3.72
289,-4.839999999999999e-06,4.16,3.72
290,-4.799999999999998e-06,4.16,3.72
291,-4.7599999999999985e-06,4.16,3.72
292,-4.719999999999999e-06,4.16,3.72
293,-4.679999999999999e-06,4.16,3.72
294,-4.639999999999998e-06,4.16,3.72
295,-4.599999999999998e-06,4.16,3.72
296,-4.559999999999999e-06,4.16,3.72
297,-4.519999999999999e-06,4.16,3.72
298,-4.479999999999998e-06,4.16,3.72
299,-4.439999999999998e-06,4.16,3.72
300,-4.3999999999999985e-06,4.16,3.72
301,-4.359999999999999e-06,4.16,3.72
302,-4.319999999999999e-06,4.16,3.72
303,-4.279999999999998e-06,4.16,3.72
304,-4.239999999999998e-06,4.16,3.72
305,-4.199999999999999e-06,4.16,3.68
306,-4.159999999999999e-06,4.16,3.72
307,-4.119999999999998e-06,4.16,3.72
308,-4.079999999999998e-06,4.16,3.72
309,-4.039999999999999e-06,4.16,3.72
310,-3.999999999999999e-06,4.16,3.68
311,-3.959999999999999e-06,4.16,3.68
312,-3.919999999999998e-06,4.16,3.68
313,-3.8799999999999984e-06,4.16,3.68
314,-3.839999999999999e-06,4.16,3.68
315,-3.799999999999999e-06,4.16,3.68
316,-3.759999999999998e-06,4.16,3.68
317,-3.7199999999999983e-06,4.16,3.68
318,-3.6799999999999986e-06,4.16,3.68
319,-3.639999999999999e-06,4.16,3.68
320,-3.5999999999999994e-06,4.16,3.68
321,-3.559999999999998e-06,4.16,3.68
322,-3.5199999999999985e-06,4.16,3.68
323,-3.479999999999999e-06,4.16,3.68
324,-3.4399999999999993e-06,4.16,3.68
325,-3.399999999999998e-06,4.16,3.68
326,-3.3599999999999983e-06,4.16,3.68
327,-3.3199999999999987e-06,4.16,3.68
328,-3.279999999999999e-06,4.16,3.68
329,-3.2399999999999978e-06,4.16,3.68
330,-3.199999999999998e-06,4.16,3.68
331,-3.1599999999999985e-06,4.16,3.68
332,-3.119999999999999e-06,4.12,3.68
333,-3.0799999999999993e-06,1.28,1.32
334,-3.039999999999998e-06,-1.84,-1.68
335,-2.9999999999999984e-06,-1.84,-2.0
336,-2.9599999999999988e-06,-1.84,-2.2
337,-2.919999999999999e-06,-1.84,-2.24
338,-2.879999999999998e-06,-1.84,-2.2800000000000002
339,-2.8399999999999982e-06,-1.84,-2.2800000000000002
340,-2.7999999999999986e-06,-1.84,-2.2800000000000002
341,-2.759999999999999e-06,-1.84,-2.2800000000000002
342,-2.7199999999999994e-06,-1.84,-2.32
343,-2.679999999999998e-06,-1.84,-2.32
344,-2.6399999999999984e-06,-1.84,-2.32
345,-2.599999999999999e-06,-1.84,-2.32
346,-2.559999999999999e-06,-1.84,-2.32
347,-2.519999999999998e-06,-1.84,-2.32
348,-2.4799999999999983e-06,-1.84,-2.32
349,-2.4399999999999987e-06,-1.84,-2.32
350,-2.399999999999999e-06,-1.84,-2.32
351,-2.3599999999999977e-06,-1.84,-2.32
352,-2.319999999999998e-06,-1.84,-2.32
353,-2.2799999999999985e-06,-1.84,-2.32
354,-2.239999999999999e-06,-1.84,-2.32
355,-2.1999999999999993e-06,-1.84,-2.32
356,-2.159999999999998e-06,-1.84,-2.32
357,-2.1199999999999983e-06,-1.84,-2.32
358,-2.0799999999999987e-06,-1.84,-2.32
359,-2.039999999999999e-06,-1.84,-2.32
360,-1.999999999999998e-06,-1.84,-2.32
361,-1.959999999999998e-06,-1.84,-2.32
362,-1.9199999999999986e-06,-1.84,-2.32
363,-1.879999999999999e-06,-1.84,-2.32
364,-1.8399999999999993e-06,-1.84,-2.32
365,-1.799999999999998e-06,-1.84,-2.2800000000000002
366,-1.7599999999999984e-06,-1.84,-2.32
367,-1.7199999999999988e-06,-1.84,-2.2800000000000002
368,-1.6799999999999992e-06,-1.84,-2.2800000000000002
369,-1.6399999999999979e-06,-1.84,-2.2800000000000002
370,-1.5999999999999982e-06,-1.84,-2.2800000000000002
371,-1.5599999999999986e-06,-1.84,-2.2800000000000002
372,-1.519999999999999e-06,-1.84,-2.2800000000000002
373,-1.4799999999999977e-06,-1.84,-2.2800000000000002
374,-1.439999999999998e-06,-1.84,-2.2800000000000002
375,-1.3999999999999985e-06,-1.84,-2.2800000000000002
376,-1.3599999999999988e-06,-1.84,-2.2800000000000002
377,-1.3199999999999992e-06,-1.84,-2.2800000000000002
378,-1.279999999999998e-06,-1.84,-2.2800000000000002
379,-1.2399999999999983e-06,-1.84,-2.2800000000000002
380,-1.1999999999999987e-06,-1.84,-2.2800000000000002
381,-1.159999999999999e-06,-1.84,-2.2800000000000002
382,-1.1199999999999994e-06,-1.84,-2.2800000000000002
383,-1.0799999999999998e-06,-1.84,-2.2800000000000002
384,-1.0399999999999968e-06,-1.84,-2.2800000000000002
385,-9.999999999999972e-07,-1.84,-2.2800000000000002
386,-9.599999999999976e-07,-1.84,-2.2800000000000002
