,time (s),Channel 1 (V),Channel 2 (V)
488,-0.007639999999999999,-0.68,-0.24
489,-0.00763,-0.56,-0.28
490,-0.007619999999999999,-0.48,-0.32
491,-0.00761,-0.36,-0.32
492,-0.007599999999999999,-0.2,-0.32
493,-0.0075899999999999995,-0.08,-0.28
494,-0.007579999999999999,0.0,-0.28
495,-0.0075699999999999995,0.04,-0.28
496,-0.00756,0.08,-0.24
497,-0.007549999999999999,0.04,-0.2
498,-0.00754,-0.04,-0.2
499,-0.007529999999999999,-0.08,-0.2
500,-0.00752,-0.2,-0.16
501,-0.007509999999999999,-0.36,-0.16
502,-0.0075,-0.48,-0.24
503,-0.007489999999999999,-0.6,-0.24
504,-0.00748,-0.72,-0.28
505,-0.007469999999999999,-0.76,-0.32
506,-0.00746,-0.76,-0.32
507,-0.007449999999999999,-0.76,-0.36
508,-0.0074399999999999996,-0.72,-0.4
509,-0.007429999999999999,-0.6,-0.44
510,-0.0074199999999999995,-0.48,-0.4
511,-0.007409999999999999,-0.36,-0.4
512,-0.0073999999999999995,-0.2,-0.44
513,-0.00739,-0.12,-0.4
514,-0.007379999999999999,0.0,-0.4
515,-0.00737,0.08,-0.36
516,-0.007359999999999999,0.08,-0.32
517,-0.00735,0.08,-0.28
518,-0.007339999999999999,0.04,-0.28
519,-0.00733,-0.04,-0.28
520,-0.007319999999999999,-0.16,-0.24
521,-0.00731,-0.28,-0.24
522,-0.007299999999999999,-0.4,-0.24
523,-0.00729,-0.52,-0.28
524,-0.007279999999999999,-0.6,-0.28
525,-0.0072699999999999996,-0.64,-0.28
526,-0.007259999999999999,-0.68,-0.36
527,-0.0072499999999999995,-0.64,-0.36
528,-0.007239999999999999,-0.56,-0.4
529,-0.0072299999999999994,-0.44,-0.36
530,-0.00722,-0.32,-0.4
531,-0.007209999999999999,-0.2,-0.4
532,-0.0072,-0.04,-0.36
533,-0.007189999999999999,0.08,-0.36
534,-0.00718,0.2,-0.32
535,-0.007169999999999999,0.28,-0.28
536,-0.00716,0.32,-0.24
537,-0.007149999999999999,0.32,-0.2
538,-0.00714,0.28,-0.2
539,-0.007129999999999999,0.16,-0.16
540,-0.00712,0.08,-0.12
541,-0.007109999999999999,-0.04,-0.12
542,-0.0070999999999999995,-0.16,-0.12
543,-0.007089999999999999,-0.28,-0.12
544,-0.0070799999999999995,-0.36,-0.12
545,-0.007069999999999999,-0.4,-0.16
546,-0.0070599999999999994,-0.44,-0.2
547,-0.00705,-0.36,-0.2
548,-0.007039999999999999,-0.32,-0.24
549,-0.00703,-0.2,-0.2
550,-0.007019999999999999,-0.08,-0.2
551,-0.00701,0.08,-0.2
552,-0.006999999999999999,0.24,-0.2
553,-0.00699,0.36,-0.16
554,-0.006979999999999999,0.48,-0.12
555,-0.00697,0.56,-0.04
556,-0.006959999999999999,0.6,-0.04
557,-0.00695,0.6,0.0
558,-0.006939999999999999,0.56,0.04
559,-0.0069299999999999995,0.44,0.08
560,-0.006919999999999999,0.36,0.12
561,-0.0069099999999999995,0.24,0.08
562,-0.006899999999999999,0.12,0.08
563,-0.006889999999999999,0.04,0.12
564,-0.00688,-0.04,0.12
565,-0.006869999999999999,-0.12,0.08
566,-0.00686,-0.12,0.08
567,-0.006849999999999999,-0.08,0.08
568,-0.00684,-0.04,0.04
569,-0.006829999999999999,0.08,0.04
570,-0.00682,0.24,0.04
571,-0.006809999999999999,0.36,0.08
572,-0.0068,0.52,0.08
573,-0.006789999999999999,0.64,0.08
574,-0.00678,0.76,0.16
575,-0.006769999999999999,0.84,0.2
576,-0.0067599999999999995,0.84,0.24
577,-0.006749999999999999,0.84,0.28
578,-0.0067399999999999995,0.8,0.36
579,-0.006729999999999999,0.72,0.36
580,-0.006719999999999999,0.6,0.36
581,-0.00671,0.48,0.36
582,-0.006699999999999999,0.4,0.36
583,-0.00669,0.28,0.36
584,-0.006679999999999999,0.16,0.36
585,-0.00667,0.16,0.36
586,-0.006659999999999999,0.08,0.32
587,-0.00665,0.12,0.28
588,-0.006639999999999999,0.24,0.28
589,-0.00663,0.32,0.28
590,-0.006619999999999999,0.4,0.28
591,-0.0066099999999999996,0.56,0.32
592,-0.006599999999999999,0.68,0.36
593,-0.0065899999999999995,0.8,0.36
594,-0.006579999999999999,0.92,0.4
595,-0.0065699999999999995,0.96,0.4
596,-0.006559999999999999,1.0,0.44
597,-0.006549999999999999,1.0,0.48
598,-0.00654,0.96,0.52
599,-0.006529999999999999,0.84,0.56
600,-0.00652,0.72,0.56
601,-0.006509999999999999,0.6,0.56
602,-0.0065,0.48,0.56
603,-0.006489999999999999,0.36,0.52
604,-0.00648,0.28,0.52
605,-0.006469999999999999,0.2,0.48
606,-0.00646,0.16,0.48
607,-0.006449999999999999,0.2,0.44
608,-0.0064399999999999995,0.24,0.44
609,-0.006429999999999999,0.32,0.44
610,-0.0064199999999999995,0.44,0.4
611,-0.006409999999999999,0.56,0.4
612,-0.0063999999999999994,0.68,0.44
613,-0.006389999999999999,0.8,0.44
614,-0.006379999999999999,0.88,0.48
615,-0.00637,0.96,0.48
616,-0.006359999999999999,0.96,0.52
617,-0.00635,0.96,0.56
618,-0.006339999999999999,0.92,0.6
619,-0.00633,0.8,0.6
620,-0.006319999999999999,0.64,0.6
621,-0.00631,0.52,0.6
622,-0.006299999999999999,0.4,0.6
623,-0.00629,0.24,0.56
624,-0.006279999999999999,0.16,0.56
625,-0.0062699999999999995,0.08,0.52
626,-0.006259999999999999,0.04,0.48
627,-0.0062499999999999995,0.04,0.44
628,-0.006239999999999999,0.08,0.4
629,-0.006229999999999999,0.16,0.4
630,-0.006219999999999999,0.28,0.36
631,-0.006209999999999999,0.4,0.36
632,-0.0062,0.52,0.4
633,-0.006189999999999999,0.6,0.4
634,-0.00618,0.72,0.4
635,-0.006169999999999999,0.76,0.44
636,-0.00616,0.8,0.44
637,-0.006149999999999999,0.76,0.48
638,-0.00614,0.68,0.48
639,-0.006129999999999999,0.56,0.52
640,-0.00612,0.44,0.48
641,-0.006109999999999999,0.32,0.48
642,-0.0060999999999999995,0.12,0.44
643,-0.006089999999999999,0.04,0.4
644,-0.0060799999999999995,-0.08,0.4
645,-0.006069999999999999,-0.2,0.36
646,-0.006059999999999999,-0.2,0.32
647,-0.006049999999999999,-0.2,0.28
648,-0.006039999999999999,-0.16,0.24
649,-0.00603,-0.08,0.24
650,-0.006019999999999999,0.04,0.2
651,-0.00601,0.12,0.16
652,-0.005999999999999999,0.24,0.16
653,-0.00599,0.32,0.2
654,-0.005979999999999999,0.4,0.2
655,-0.00597,0.44,0.2
