tempo(s),Vbb(V),Vbe(V),Vce(V)
0.6192000000000001,1.84,0.72,10.96
0.6196,1.84,0.72,10.96
0.62,1.92,0.72,10.96
0.6204000000000001,1.92,0.72,10.88
0.6208,1.92,0.72,10.88
0.6212,1.92,0.72,10.88
0.6216,1.92,0.72,10.8
0.622,1.92,0.72,10.8
0.6224000000000001,1.92,0.72,10.8
0.6228,1.92,0.72,10.8
0.6232,1.92,0.72,10.8
0.6236,1.92,0.72,10.72
0.624,1.92,0.72,10.72
0.6244000000000001,1.92,0.72,10.72
0.6248,2.0,0.72,10.64
0.6252,2.0,0.72,10.64
0.6256,2.0,0.72,10.64
0.626,2.0,0.72,10.56
0.6264000000000001,2.0,0.72,10.56
0.6268,2.0,0.72,10.56
0.6272,2.0,0.72,10.56
0.6276,2.0,0.72,10.56
0.628,2.0,0.72,10.48
0.6284000000000001,2.08,0.72,10.48
0.6288,2.0,0.72,10.4
0.6292,2.08,0.72,10.4
0.6296,2.08,0.72,10.4
0.63,2.08,0.72,10.32
0.6304000000000001,2.08,0.72,10.32
0.6308,2.08,0.72,10.32
0.6312,2.08,0.72,10.32
0.6316,2.08,0.72,10.24
0.632,2.08,0.72,10.24
0.6324000000000001,2.08,0.72,10.24
0.6328,2.08,0.72,10.24
0.6332,2.08,0.72,10.24
0.6336,2.08,0.72,10.16
0.634,2.08,0.72,10.16
0.6344000000000001,2.16,0.72,10.08
0.6348,2.16,0.72,10.08
0.6352,2.16,0.72,10.08
0.6356,2.16,0.72,10.08
0.636,2.16,0.72,10.08
0.6364000000000001,2.16,0.72,10.0
0.6368,2.16,0.72,10.0
0.6372,2.16,0.72,10.0
0.6376000000000001,2.16,0.72,9.92
0.638,2.16,0.72,9.92
0.6384000000000001,2.24,0.72,9.92
0.6388,2.16,0.72,9.84
0.6392,2.24,0.72,9.84
0.6396000000000001,2.24,0.72,9.84
0.64,2.24,0.72,9.84
0.6404000000000001,2.24,0.72,9.76
0.6408,2.24,0.72,9.76
0.6412,2.24,0.72,9.76
0.6416000000000001,2.24,0.72,9.68
0.642,2.24,0.72,9.68
0.6424000000000001,2.24,0.72,9.68
0.6428,2.24,0.72,9.6
0.6432,2.24,0.72,9.6
0.6436000000000001,2.24,0.72,9.6
0.644,2.32,0.72,9.6
0.6444000000000001,2.32,0.72,9.6
0.6448,2.32,0.72,9.6
0.6452,2.32,0.72,9.52
0.6456000000000001,2.32,0.72,9.52
0.6459999999999999,2.32,0.72,9.52
0.6464000000000001,2.32,0.72,9.44
0.6468,2.32,0.72,9.44
0.6472,2.32,0.72,9.44
0.6476000000000001,2.32,0.72,9.36
0.648,2.32,0.72,9.36
0.6484,2.32,0.72,9.36
0.6488,2.4,0.72,9.28
0.6492,2.4,0.72,9.28
0.6496000000000001,2.4,0.72,9.28
0.65,2.4,0.72,9.28
0.6504,2.4,0.72,9.2
0.6508,2.4,0.72,9.2
0.6512,2.4,0.72,9.2
0.6516000000000001,2.4,0.72,9.2
0.652,2.4,0.72,9.12
0.6524,2.4,0.72,9.12
0.6528,2.4,0.72,9.04
0.6532,2.4,0.72,9.04
0.6536000000000001,2.4,0.72,9.04
0.654,2.4,0.72,9.04
0.6544,2.48,0.72,8.96
0.6548,2.48,0.72,8.96
0.6552,2.48,0.72,8.96
0.6556000000000001,2.48,0.72,8.96
0.6559999999999999,2.48,0.72,8.88
0.6564,2.48,0.72,8.88
0.6568,2.48,0.72,8.88
0.6572,2.48,0.72,8.88
0.6576000000000001,2.48,0.72,8.8
0.6579999999999999,2.56,0.72,8.8
0.6584,2.56,0.72,8.8
0.6588,2.48,0.72,8.8
0.6592,2.56,0.72,8.72
0.6596000000000001,2.56,0.72,8.72
0.66,2.56,0.72,8.72
0.6604,2.56,0.72,8.64
0.6608,2.56,0.72,8.64
0.6612,2.56,0.72,8.64
0.6616000000000001,2.56,0.72,8.64
0.662,2.56,0.72,8.56
0.6624,2.56,0.72,8.56
0.6628000000000001,2.56,0.72,8.56
0.6632,2.56,0.72,8.48
0.6636000000000001,2.56,0.72,8.48
0.664,2.64,0.72,8.48
0.6644,2.64,0.72,8.48
0.6648000000000001,2.64,0.72,8.4
0.6652,2.64,0.72,8.4
0.6656000000000001,2.64,0.72,8.4
0.6659999999999999,2.64,0.72,8.32
0.6664,2.64,0.72,8.32
0.6668000000000001,2.64,0.72,8.32
0.6672,2.64,0.72,8.32
0.6676000000000001,2.64,0.72,8.32
0.6679999999999999,2.64,0.72,8.24
0.6684,2.64,0.72,8.24
0.6688000000000001,2.64,0.72,8.16
0.6692,2.64,0.72,8.16
0.6696000000000001,2.64,0.72,8.16
0.67,2.72,0.72,8.16
0.6704,2.72,0.72,8.08
0.6708000000000001,2.72,0.72,8.08
0.6712,2.72,0.72,8.08
0.6716000000000001,2.72,0.72,8.08
0.672,2.72,0.72,8.08
0.6724,2.72,0.72,8.0
0.6728000000000001,2.72,0.72,8.0
0.6732,2.72,0.72,7.92
0.6736000000000001,2.72,0.72,7.92
0.674,2.8000000000000003,0.72,7.92
0.6744,2.8000000000000003,0.72,7.92
0.6748000000000001,2.8000000000000003,0.72,7.92
0.6752,2.8000000000000003,0.72,7.84
0.6756,2.8000000000000003,0.72,7.84
0.6759999999999999,2.8000000000000003,0.72,7.84
0.6764,2.8000000000000003,0.72,7.76
0.6768000000000001,2.8000000000000003,0.72,7.76
0.6772,2.8000000000000003,0.72,7.76
0.6776,2.8000000000000003,0.72,7.76
0.6779999999999999,2.8000000000000003,0.72,7.68
0.6784,2.8000000000000003,0.72,7.68
0.6788000000000001,2.88,0.72,7.6
0.6792,2.88,0.72,7.6
0.6796,2.88,0.72,7.6
0.68,2.88,0.72,7.6
0.6804,2.88,0.72,7.52
0.6808000000000001,2.88,0.72,7.52
0.6812,2.88,0.72,7.52
0.6816,2.88,0.72,7.52
0.682,2.88,0.72,7.52
0.6824,2.88,0.72,7.44
0.6828000000000001,2.88,0.72,7.44
0.6832,2.88,0.72,7.44
0.6836,2.88,0.72,7.36
0.684,2.88,0.72,7.36
0.6844,2.88,0.72,7.36
0.6848000000000001,2.96,0.72,7.28
0.6852,2.96,0.72,7.28
0.6856,2.96,0.72,7.28
0.6859999999999999,2.96,0.72,7.28
0.6864,2.96,0.72,7.2
0.6868000000000001,2.96,0.72,7.2
0.6872,2.96,0.72,7.2
0.6876,2.96,0.72,7.12
0.6880000000000001,2.96,0.72,7.12
0.6884,2.96,0.72,7.12
0.6888000000000001,2.96,0.72,7.12
0.6892,3.04,0.72,7.12
0.6896,3.04,0.72,7.04
0.6900000000000001,3.04,0.72,7.04
0.6904,3.04,0.72,6.96
0.6908000000000001,3.04,0.72,6.96
0.6912,3.04,0.72,6.96
0.6916,3.04,0.72,6.96
0.6920000000000001,3.04,0.72,6.88
0.6924,3.04,0.72,6.88
0.6928000000000001,3.04,0.72,6.88
0.6932,3.04,0.72,6.88
0.6936,3.12,0.72,6.88
0.6940000000000001,3.12,0.72,6.8
0.6944,3.12,0.72,6.8
0.6948000000000001,3.12,0.72,6.8
0.6952,3.12,0.72,6.72
0.6956,3.12,0.72,6.72
0.6960000000000001,3.12,0.72,6.72
0.6964,3.12,0.72,6.6400000000000015
0.6968000000000001,3.12,0.72,6.6400000000000015
0.6972,3.12,0.72,6.6400000000000015
0.6976,3.12,0.72,6.6400000000000015
0.6980000000000001,3.2,0.72,6.5600000000000005
0.6984,3.2,0.72,6.5600000000000005
0.6988000000000001,3.2,0.72,6.5600000000000005
0.6992,3.2,0.72,6.5600000000000005
0.6996,3.2,0.72,6.48
0.7000000000000001,3.2,0.72,6.48
0.7004,3.2,0.72,6.48
0.7008,3.2,0.72,6.4
0.7012,3.2,0.72,6.4
0.7016,3.2,0.72,6.4
0.7020000000000001,3.2,0.72,6.4
0.7024,3.2,0.72,6.32
0.7028,3.2,0.72,6.32
0.7032,3.2,0.72,6.32
0.7036,3.28,0.72,6.24
0.7040000000000001,3.28,0.72,6.24
0.7044,3.28,0.72,6.24
0.7048,3.28,0.72,6.24
0.7052,3.28,0.72,6.16
0.7056,3.28,0.72,6.16
0.7060000000000001,3.28,0.72,6.16
0.7064,3.28,0.72,6.16
0.7068,3.28,0.72,6.16
0.7072,3.28,0.72,6.08
0.7076,3.28,0.72,6.08
0.7080000000000001,3.28,0.72,6.08
0.7084,3.28,0.72,6.0
0.7088,3.36,0.72,6.0
0.7092,3.36,0.72,6.0
0.7096,3.36,0.72,5.92
0.7100000000000001,3.36,0.72,5.92
0.7104,3.36,0.72,5.92
0.7108,3.36,0.72,5.92
0.7112,3.36,0.72,5.84
0.7116,3.36,0.72,5.84
0.7120000000000001,3.36,0.72,5.84
0.7124,3.36,0.72,5.76
0.7128,3.36,0.72,5.76
0.7132000000000001,3.44,0.72,5.76
0.7136,3.44,0.72,5.76
0.7140000000000001,3.44,0.72,5.68
0.7144,3.44,0.72,5.68
0.7148,3.44,0.72,5.68
0.7152000000000001,3.44,0.72,5.68
0.7156,3.44,0.72,5.6000000000000005
0.7160000000000001,3.44,0.72,5.6000000000000005
0.7164,3.44,0.72,5.6000000000000005
0.7168,3.44,0.72,5.5200000000000005
0.7172000000000001,3.44,0.72,5.5200000000000005
0.7176,3.44,0.72,5.5200000000000005
0.7180000000000001,3.44,0.72,5.5200000000000005
0.7184,3.44,0.72,5.44
0.7188,3.52,0.72,5.44
0.7192000000000001,3.52,0.72,5.44
0.7196,3.52,0.72,5.44
0.7200000000000001,3.52,0.72,5.44
0.7204,3.52,0.72,5.36
0.7208,3.52,0.72,5.36
0.7212000000000001,3.52,0.72,5.36
0.7216,3.52,0.72,5.28
0.7220000000000001,3.52,0.72,5.28
0.7224,3.52,0.72,5.28
0.7228,3.52,0.72,5.2
0.7232000000000001,3.6,0.72,5.2
0.7236,3.6,0.72,5.2
0.7240000000000001,3.6,0.72,5.2
0.7244,3.6,0.72,5.2
0.7248,3.6,0.72,5.12
0.7252000000000001,3.6,0.72,5.12
0.7256,3.6,0.72,5.04
0.7260000000000001,3.6,0.72,5.04
0.7264,3.6,0.72,5.04
0.7268,3.6,0.72,5.04
0.7272000000000001,3.6,0.72,4.96
0.7276,3.6,0.72,4.96
0.728,3.6,0.72,4.96
0.7284,3.6,0.72,4.96
0.7288,3.68,0.72,4.88
0.7292000000000001,3.68,0.72,4.88
0.7296,3.68,0.72,4.88
0.73,3.68,0.72,4.8
0.7304,3.68,0.72,4.8
0.7308,3.68,0.72,4.8
0.7312000000000001,3.68,0.72,4.8
0.7316,3.68,0.72,4.72
0.732,3.68,0.72,4.72
0.7324,3.68,0.72,4.72
0.7328,3.68,0.72,4.72
0.7332000000000001,3.68,0.72,4.64
0.7336,3.68,0.72,4.64
0.7340000000000001,3.76,0.72,4.64
0.7344,3.76,0.72,4.64
0.7348,3.76,0.72,4.5600000000000005
0.7352000000000001,3.76,0.72,4.5600000000000005
0.7356,3.76,0.72,4.48
0.736,3.76,0.72,4.48
0.7364,3.76,0.72,4.48
0.7368,3.76,0.72,4.48
0.7372000000000001,3.76,0.72,4.48
0.7376,3.76,0.72,4.4
0.738,3.76,0.72,4.4
0.7384000000000001,3.76,0.72,4.4
0.7388,3.76,0.72,4.32
0.7392000000000001,3.84,0.72,4.32
0.7396,3.84,0.72,4.32
0.74,3.84,0.72,4.24
0.7404000000000001,3.84,0.72,4.24
0.7408,3.84,0.72,4.24
0.7412000000000001,3.84,0.72,4.24
0.7416,3.84,0.72,4.16
0.742,3.84,0.72,4.16
0.7424000000000001,3.84,0.72,4.16
0.7428,3.92,0.72,4.16
0.7432000000000001,3.92,0.72,4.08
0.7436,3.92,0.72,4.08
0.7440000000000001,3.92,0.72,4.0
0.7444000000000001,3.92,0.72,4.0
0.7448,3.92,0.72,4.0
0.7452000000000001,3.92,0.72,4.0
0.7456,3.92,0.72,4.0
0.746,3.92,0.72,4.0
0.7464000000000001,3.92,0.72,4.0
0.7468,4.0,0.72,3.92
0.7472000000000001,3.92,0.72,3.92
0.7476,4.0,0.72,3.92
0.748,4.0,0.72,3.84
0.7484000000000001,4.0,0.72,3.84
0.7488,4.0,0.72,3.84
0.7492000000000001,4.0,0.72,3.76
0.7496,4.0,0.72,3.76
0.75,4.0,0.72,3.76
0.7504000000000001,4.0,0.72,3.76
0.7508,4.0,0.72,3.76
0.7512000000000001,4.0,0.72,3.68
0.7516,4.0,0.72,3.68
0.752,4.0,0.72,3.6
0.7524000000000001,4.0,0.72,3.6
0.7528,4.0,0.72,3.6
0.7532,4.0,0.72,3.6
0.7536,4.0,0.72,3.52
0.754,4.08,0.72,3.52
0.7544000000000001,4.08,0.72,3.52
0.7548,4.08,0.72,3.52
0.7552,4.08,0.72,3.44
0.7556,4.08,0.72,3.44
0.7559999999999999,4.08,0.72,3.44
0.7564000000000001,4.08,0.72,3.36
0.7568,4.08,0.72,3.36
0.7572,4.08,0.72,3.36
0.7576,4.16,0.72,3.36
0.758,4.08,0.72,3.28
0.7584000000000001,4.08,0.72,3.28
0.7588,4.16,0.72,3.28
0.7592,4.16,0.72,3.28
0.7596,4.16,0.72,3.2
0.76,4.16,0.72,3.2
0.7604000000000001,4.16,0.72,3.2
0.7608,4.16,0.72,3.2
0.7612,4.16,0.72,3.2
0.7616,4.16,0.72,3.12
0.762,4.16,0.72,3.12
0.7624000000000001,4.24,0.72,3.12
0.7628,4.24,0.72,3.04
0.7632,4.24,0.72,3.04
0.7636000000000001,4.24,0.72,3.04
0.764,4.24,0.72,2.96
0.7644000000000001,4.24,0.72,2.96
0.7648,4.24,0.72,2.96
0.7652,4.24,0.72,2.96
0.7656000000000001,4.24,0.72,2.96
0.7659999999999999,4.24,0.72,2.88
0.7664000000000001,4.24,0.72,2.88
0.7668,4.24,0.72,2.88
0.7672,4.24,0.72,2.8000000000000003
0.7676000000000001,4.24,0.72,2.8000000000000003
0.768,4.24,0.72,2.8000000000000003
0.7684000000000001,4.24,0.72,2.72
0.7688,4.32,0.72,2.72
0.7692,4.32,0.72,2.72
0.7696000000000001,4.32,0.72,2.72
0.77,4.32,0.72,2.64
0.7704000000000001,4.32,0.72,2.64
0.7708,4.32,0.72,2.64
0.7712,4.32,0.72,2.64
0.7716000000000001,4.32,0.72,2.64
0.772,4.32,0.72,2.56
0.7724000000000001,4.4,0.72,2.56
0.7728,4.32,0.72,2.56
0.7732,4.4,0.72,2.56
0.7736000000000001,4.4,0.72,2.48
0.774,4.4,0.72,2.48
0.7744000000000001,4.4,0.72,2.48
0.7748,4.4,0.72,2.48
0.7752,4.4,0.72,2.48
0.7756000000000001,4.4,0.72,2.4
0.7759999999999999,4.4,0.72,2.4
0.7764000000000001,4.4,0.72,2.32
0.7768,4.4,0.72,2.32
0.7772,4.4,0.72,2.32
0.7776000000000001,4.48,0.72,2.32
0.778,4.48,0.72,2.24
0.7784000000000001,4.48,0.72,2.24
0.7788,4.48,0.72,2.24
0.7792,4.48,0.72,2.24
0.7796000000000001,4.48,0.8,2.24
0.78,4.48,0.72,2.16
0.7804,4.48,0.72,2.16
0.7808,4.48,0.72,2.16
0.7812,4.48,0.72,2.08
0.7816000000000001,4.48,0.72,2.08
0.782,4.48,0.72,2.08
0.7824,4.48,0.72,2.08
0.7828,4.48,0.72,2.0
0.7832,4.48,0.72,2.0
0.7836000000000001,4.5600000000000005,0.72,2.0
0.784,4.5600000000000005,0.72,2.0
0.7844,4.5600000000000005,0.72,1.92
0.7848,4.5600000000000005,0.72,1.92
0.7852,4.5600000000000005,0.72,1.92
0.7856000000000001,4.5600000000000005,0.72,1.84
0.7859999999999999,4.5600000000000005,0.72,1.84
0.7864,4.5600000000000005,0.72,1.84
0.7868,4.5600000000000005,0.72,1.84
0.7872,4.64,0.72,1.76
0.7876000000000001,4.64,0.72,1.76
0.7879999999999999,4.64,0.72,1.76
0.7884,4.64,0.72,1.76
0.7888000000000001,4.64,0.72,1.68
0.7892,4.64,0.72,1.68
0.7896000000000001,4.64,0.72,1.68
0.79,4.64,0.72,1.68
0.7904,4.64,0.72,1.6
0.7908000000000001,4.64,0.72,1.6
0.7912,4.64,0.72,1.6
0.7916000000000001,4.64,0.72,1.52
0.792,4.72,0.72,1.52
0.7924,4.72,0.72,1.52
0.7928000000000001,4.72,0.72,1.52
0.7932,4.72,0.72,1.44
0.7936000000000001,4.72,0.72,1.44
0.794,4.72,0.72,1.44
0.7944,4.72,0.8,1.44
0.7948000000000001,4.72,0.72,1.36
0.7952,4.72,0.72,1.36
0.7956000000000001,4.72,0.72,1.36
0.7959999999999999,4.72,0.72,1.28
0.7964,4.72,0.72,1.28
0.7968000000000001,4.72,0.72,1.28
0.7972,4.72,0.72,1.28
0.7976000000000001,4.72,0.72,1.28
0.7979999999999999,4.72,0.72,1.2
0.7984,4.72,0.72,1.2
0.7988000000000001,4.8,0.72,1.2
0.7992,4.8,0.72,1.2
0.7996000000000001,4.8,0.72,1.2
0.8,4.8,0.72,1.12
0.8004,4.8,0.72,1.12
0.8008000000000001,4.8,0.72,1.12
0.8012,4.8,0.72,1.04
0.8016000000000001,4.8,0.72,1.04
0.802,4.8,0.72,1.04
0.8024,4.8,0.72,1.04
0.8028000000000001,4.8,0.72,1.04
0.8032,4.8,0.72,0.96
0.8036000000000001,4.8,0.72,0.96
0.804,4.8,0.72,0.96
0.8044,4.8,0.72,0.96
0.8048000000000001,4.88,0.72,0.88
0.8052,4.88,0.72,0.88
0.8056000000000001,4.88,0.72,0.88
0.8059999999999999,4.88,0.72,0.88
0.8064,4.88,0.72,0.8
0.8068000000000001,4.88,0.72,0.8
0.8072,4.88,0.72,0.8
0.8076,4.88,0.72,0.8
0.8079999999999999,4.88,0.72,0.8
0.8084,4.88,0.72,0.8
0.8088000000000001,4.96,0.72,0.72
0.8092,4.88,0.72,0.72
0.8096,4.96,0.72,0.72
0.81,4.96,0.72,0.72
0.8104,4.96,0.72,0.72
0.8108000000000001,4.96,0.72,0.64
0.8112,4.96,0.72,0.64
0.8116,4.96,0.72,0.64
0.812,4.96,0.72,0.64
0.8124,4.96,0.72,0.64
0.8128000000000001,4.96,0.72,0.64
0.8132,5.04,0.72,0.64
0.8136,4.96,0.72,0.64
0.8140000000000001,5.04,0.72,0.56
0.8144,5.04,0.72,0.56
0.8148000000000001,5.04,0.72,0.56
0.8152,5.04,0.72,0.56
0.8156,5.04,0.72,0.56
0.8160000000000001,5.04,0.72,0.56
0.8164,5.04,0.72,0.56
0.8168000000000001,5.04,0.72,0.56
0.8172,5.04,0.72,0.56
0.8176,5.04,0.8,0.56
0.8180000000000001,5.04,0.72,0.56
0.8184,5.04,0.72,0.56
0.8188000000000001,5.04,0.72,0.56
0.8192,5.12,0.72,0.56
0.8196,5.12,0.72,0.56
0.8200000000000001,5.12,0.72,0.56
0.8204,5.12,0.72,0.48
0.8208000000000001,5.12,0.72,0.48
0.8212,5.12,0.72,0.48
0.8216,5.12,0.72,0.56
0.8220000000000001,5.12,0.72,0.48
0.8224,5.12,0.72,0.48
0.8228000000000001,5.12,0.72,0.48
0.8232,5.12,0.72,0.48
0.8236,5.2,0.72,0.48
0.8240000000000001,5.2,0.72,0.48
0.8244,5.2,0.72,0.48
0.8248000000000001,5.2,0.72,0.48
0.8252,5.2,0.72,0.48
0.8256,5.2,0.72,0.48
0.8260000000000001,5.2,0.72,0.48
0.8264,5.2,0.72,0.48
0.8268000000000001,5.2,0.72,0.48
0.8272,5.2,0.72,0.48
0.8276,5.28,0.72,0.48
0.8280000000000001,5.28,0.72,0.48
0.8284,5.28,0.72,0.48
0.8288000000000001,5.28,0.72,0.48
0.8292,5.28,0.72,0.48
0.8296,5.28,0.72,0.48
0.8300000000000001,5.28,0.72,0.48
0.8304,5.28,0.72,0.48
0.8308000000000001,5.28,0.72,0.48
0.8312,5.28,0.72,0.4
0.8316,5.28,0.72,0.4
0.8320000000000001,5.36,0.72,0.4
0.8324,5.36,0.72,0.4
0.8328,5.36,0.72,0.48
0.8332,5.36,0.72,0.4
0.8336,5.36,0.72,0.4
0.8340000000000001,5.36,0.72,0.4
0.8344,5.36,0.72,0.4
0.8348,5.36,0.72,0.4
0.8352,5.36,0.72,0.4
0.8356,5.36,0.72,0.4
0.8360000000000001,5.36,0.72,0.4
0.8364,5.36,0.72,0.4
0.8368,5.36,0.72,0.4
0.8372,5.36,0.72,0.4
0.8376,5.36,0.72,0.4
0.8380000000000001,5.36,0.72,0.4
0.8384,5.44,0.72,0.4
0.8388,5.44,0.72,0.4
0.8392000000000001,5.44,0.72,0.4
0.8396,5.44,0.72,0.4
0.8400000000000001,5.44,0.72,0.4
0.8404,5.44,0.72,0.4
0.8408,5.44,0.72,0.4
0.8412000000000001,5.44,0.72,0.4
0.8416,5.44,0.8,0.4
0.8420000000000001,5.44,0.8,0.4
0.8424,5.44,0.72,0.4
0.8428,5.5200000000000005,0.72,0.32
0.8432000000000001,5.5200000000000005,0.72,0.4
0.8436,5.5200000000000005,0.72,0.4
0.8440000000000001,5.5200000000000005,0.72,0.4
0.8444,5.5200000000000005,0.72,0.4
0.8448,5.5200000000000005,0.8,0.32
0.8452000000000001,5.5200000000000005,0.72,0.32
0.8456,5.5200000000000005,0.72,0.4
0.8460000000000001,5.5200000000000005,0.8,0.4
0.8464,5.5200000000000005,0.72,0.4
0.8468,5.5200000000000005,0.8,0.32
0.8472000000000001,5.5200000000000005,0.72,0.32
0.8476,5.5200000000000005,0.72,0.32
0.8480000000000001,5.6000000000000005,0.72,0.4
0.8484,5.6000000000000005,0.72,0.32
0.8488,5.6000000000000005,0.8,0.32
0.8492000000000001,5.6000000000000005,0.72,0.32
0.8496,5.6000000000000005,0.8,0.32
0.8500000000000001,5.6000000000000005,0.72,0.32
0.8504,5.6000000000000005,0.72,0.32
0.8508,5.6000000000000005,0.72,0.32
0.8512000000000001,5.6000000000000005,0.8,0.32
0.8516,5.6000000000000005,0.72,0.32
0.8520000000000001,5.6000000000000005,0.72,0.32
0.8524,5.6000000000000005,0.72,0.32
0.8528,5.6000000000000005,0.72,0.32
0.8532000000000001,5.68,0.8,0.32
0.8536,5.68,0.72,0.32
0.8540000000000001,5.68,0.8,0.32
0.8544,5.68,0.72,0.32
0.8548,5.68,0.72,0.32
0.8552000000000001,5.68,0.8,0.32
0.8556,5.68,0.72,0.32
0.8560000000000001,5.68,0.72,0.32
0.8564,5.68,0.72,0.32
0.8568,5.68,0.72,0.32
0.8572000000000001,5.68,0.8,0.32
0.8576,5.68,0.72,0.32
0.8580000000000001,5.76,0.72,0.32
0.8584,5.76,0.72,0.32
0.8588,5.76,0.72,0.32
0.8592000000000001,5.76,0.72,0.32
0.8596,5.76,0.8,0.32
0.86,5.76,0.8,0.32
0.8604,5.76,0.72,0.32
0.8608,5.76,0.72,0.32
0.8612000000000001,5.76,0.8,0.32
0.8616,5.76,0.8,0.32
0.862,5.84,0.8,0.32
0.8624,5.84,0.72,0.32
0.8628,5.84,0.8,0.32
0.8632000000000001,5.84,0.8,0.32
0.8636,5.84,0.72,0.32
0.8640000000000001,5.84,0.72,0.32
0.8644000000000001,5.84,0.72,0.32
0.8648,5.84,0.72,0.32
0.8652000000000001,5.84,0.72,0.32
0.8656,5.84,0.72,0.32
0.866,5.84,0.8,0.32
0.8664000000000001,5.84,0.72,0.32
0.8668,5.84,0.8,0.32
0.8672000000000001,5.84,0.72,0.32
0.8676,5.84,0.72,0.32
0.868,5.92,0.8,0.32
0.8684000000000001,5.92,0.72,0.32
0.8688,5.92,0.72,0.32
0.8692000000000001,5.92,0.72,0.32
0.8696,5.92,0.72,0.32
0.87,5.92,0.72,0.32
0.8704000000000001,5.92,0.72,0.32
0.8708,5.92,0.8,0.32
0.8712000000000001,5.92,0.72,0.32
0.8716,5.92,0.8,0.32
0.872,6.0,0.72,0.32
0.8724000000000001,5.92,0.72,0.32
0.8728,5.92,0.72,0.32
0.8732000000000001,6.0,0.72,0.32
0.8736,6.0,0.72,0.32
0.8740000000000001,6.0,0.8,0.32
0.8744000000000001,6.0,0.72,0.32
0.8748,6.0,0.8,0.32
0.8752000000000001,6.0,0.8,0.32
0.8756,6.0,0.8,0.32
0.8759999999999999,6.0,0.8,0.32
0.8764000000000001,6.08,0.72,0.32
0.8768,6.08,0.8,0.32
0.8772000000000001,6.08,0.72,0.32
0.8776,6.08,0.8,0.32
0.878,6.08,0.72,0.32
0.8784000000000001,6.08,0.72,0.32
0.8788,6.08,0.8,0.32
0.8792000000000001,6.08,0.72,0.32
0.8796,6.08,0.72,0.32
0.88,6.08,0.8,0.32
0.8804000000000001,6.08,0.72,0.32
0.8808,6.08,0.72,0.32
0.8812000000000001,6.08,0.72,0.32
0.8816,6.16,0.72,0.32
0.882,6.16,0.72,0.32
0.8824000000000001,6.16,0.72,0.32
0.8828,6.16,0.72,0.32
0.8832000000000001,6.16,0.72,0.32
0.8836,6.16,0.8,0.32
0.884,6.16,0.72,0.32
0.8844000000000001,6.16,0.8,0.32
0.8848,6.16,0.72,0.32
0.8852000000000001,6.16,0.72,0.32
0.8856,6.16,0.72,0.32
0.8859999999999999,6.16,0.72,0.32
0.8864000000000001,6.16,0.72,0.32
0.8868,6.16,0.72,0.32
0.8872,6.16,0.72,0.32
0.8876000000000001,6.24,0.72,0.32
0.888,6.16,0.72,0.32
0.8884000000000001,6.24,0.72,0.32
0.8888,6.24,0.72,0.32
0.8892,6.24,0.72,0.32
0.8896000000000001,6.24,0.72,0.32
0.89,6.24,0.72,0.32
0.8904000000000001,6.24,0.72,0.32
0.8908,6.24,0.72,0.32
0.8912,6.24,0.72,0.32
0.8916000000000001,6.24,0.72,0.32
0.892,6.24,0.72,0.32
0.8924000000000001,6.32,0.72,0.32
0.8928,6.32,0.72,0.32
0.8932,6.32,0.72,0.32
0.8936000000000001,6.32,0.72,0.32
0.894,6.32,0.72,0.32
0.8944000000000001,6.32,0.72,0.32
0.8948,6.32,0.8,0.32
0.8952,6.32,0.72,0.32
0.8956000000000001,6.32,0.72,0.32
0.8959999999999999,6.32,0.72,0.32
0.8964000000000001,6.32,0.72,0.32
0.8968,6.32,0.72,0.32
0.8972,6.4,0.8,0.32
0.8976000000000001,6.4,0.72,0.32
0.898,6.4,0.72,0.32
0.8984000000000001,6.4,0.72,0.32
0.8988,6.4,0.72,0.32
0.8992,6.4,0.72,0.32
0.8996000000000001,6.4,0.72,0.32
0.9,6.4,0.8,0.32
0.9004000000000001,6.4,0.72,0.32
0.9008,6.4,0.72,0.32
0.9012,6.4,0.8,0.32
0.9016,6.4,0.72,0.32
0.902,6.4,0.72,0.32
0.9024,6.48,0.8,0.32
0.9028,6.48,0.72,0.32
0.9032,6.48,0.72,0.32
0.9036,6.48,0.72,0.32
0.904,6.48,0.72,0.32
0.9044,6.48,0.72,0.32
0.9048,6.48,0.72,0.32
0.9052,6.48,0.72,0.32
0.9056,6.48,0.72,0.32
0.9059999999999999,6.48,0.72,0.32
0.9064,6.48,0.72,0.32
0.9068,6.5600000000000005,0.72,0.32
0.9072,6.5600000000000005,0.72,0.32
0.9076,6.5600000000000005,0.72,0.32
0.9079999999999999,6.5600000000000005,0.72,0.32
0.9084,6.5600000000000005,0.72,0.24
0.9088,6.5600000000000005,0.72,0.32
0.9092,6.5600000000000005,0.72,0.32
0.9096,6.5600000000000005,0.72,0.32
0.91,6.5600000000000005,0.72,0.32
0.9104,6.5600000000000005,0.72,0.32
0.9108,6.5600000000000005,0.72,0.32
0.9112,6.6400000000000015,0.72,0.32
0.9116,6.6400000000000015,0.72,0.32
0.912,6.6400000000000015,0.72,0.32
0.9124,6.6400000000000015,0.72,0.32
0.9128,6.6400000000000015,0.72,0.32
0.9132,6.6400000000000015,0.72,0.32
0.9136,6.6400000000000015,0.72,0.32
0.914,6.6400000000000015,0.72,0.32
0.9144,6.6400000000000015,0.72,0.32
0.9148,6.6400000000000015,0.72,0.32
